YEAR,MO,DY,T2M,TS,QV2M,PRECTOTCORR,WS10M,WD10M
1995,1,26,8.15,4.84,2.26,0,2.34,123.25
1995,1,27,9.99,7.04,2.93,0,2.19,123.38
1995,1,28,10.51,7.87,4.15,0,2.22,131.94
1995,1,29,9.83,7.33,3.6,0,2.29,137
1995,1,30,9.41,6.7,2.93,0,2.38,130.19
1995,1,31,9.87,6.55,2.69,0,2.19,131.75
1995,2,1,9.9,6.55,2.69,0,2.05,126.19
1995,2,2,9.63,7.17,2.93,0,2,137
1995,2,3,9.36,6.64,2.87,0,2.31,133.75
1995,2,4,9.49,7.23,2.87,0,2.29,128.69
1995,2,5,9.85,7.25,2.81,0,2.68,140.75
1995,2,6,10.62,8.12,2.69,0,2.75,131.56
1995,2,7,12.33,9.96,3.54,0,2.47,136.81
1995,2,8,12.35,10.29,4.7,0,2.7,155.19
1995,2,9,12.27,10.83,5.07,0,2.02,153.5
1995,2,10,13.69,12.23,5.62,0,2.09,120.75
1995,2,11,11.96,10.96,6.47,0.84,2.1,64.69
1995,2,12,12.76,10.87,5.55,2.66,2.55,102
1995,2,13,13.19,12.4,5.19,0.18,3.08,121.81
1995,2,14,10.96,10.44,7.2,11.36,4.48,139.5
1995,2,15,8.58,6.65,5.8,13.26,1.84,204.94
1995,2,16,8.93,6.86,4.15,6.71,2.42,143.56
1995,2,17,9.26,6.83,3.6,0,1.95,144.31
1995,2,18,8.55,7.12,3.3,0,2.99,111.12
1995,2,19,9.98,8.14,3.85,1.5,2.15,110.75
1995,2,20,8.87,7.85,3.48,0.08,2.48,182.62
1995,2,21,8.64,6.8,3.11,0,1.48,123.12
1995,2,22,5.79,5.55,4.76,0.31,1.98,116
1995,2,23,6.06,5.52,4.58,9.1,1.98,163.56
1995,2,24,7.58,6.2,3.36,1.58,2.51,158.25
1995,2,25,9.06,7.65,3.23,0,1.97,148.12
1995,2,26,9.77,9.15,4.21,0,2.45,124.69
1995,2,27,10.08,8.99,4.15,0.15,2.73,113.5
1995,2,28,9.06,8.41,5.31,4.62,2.7,169.44
1995,3,1,10.12,8.8,4.46,1.14,2.28,131.81
1995,3,2,11,8.87,4.21,4.87,2.35,147.81
1995,3,3,10.91,9.65,3.85,0,2.48,134.5
1995,3,4,11.75,10.27,3.78,0,2.2,140.62
1995,3,5,10.56,8.9,3.3,0,2.95,124.5
1995,3,6,11.03,9.76,3.6,0,2.43,137.69
1995,3,7,11.5,9.4,3.11,0,2.38,166.12
1995,3,8,11.44,9.64,2.93,0.01,2.27,167.25
1995,3,9,12.16,10.73,2.93,0,2.24,144.31
1995,3,10,11.09,9.74,4.03,0.76,2.42,165.06
1995,3,11,11.23,10.24,3.78,0.12,2.4,137.5
1995,3,12,12.28,10.73,3.11,0.06,2.64,134.25
1995,3,13,11.28,8.6,2.93,0,2.09,166.38
1995,3,14,13.05,11.69,2.99,0,3.05,127
1995,3,15,14.8,12.67,4.03,0,1.55,96.25
1995,3,16,16.18,14.75,5.13,0.3,2.18,152.56
1995,3,17,15.99,15.48,5.8,0.08,2.3,145.94
1995,3,18,16.17,15.83,5.25,0.07,2.55,130.06
1995,3,19,16.9,16.54,5.31,0.04,2.39,154.25
1995,3,20,17.83,17.29,5.86,0,3.1,159.62
1995,3,21,18.39,17.55,5,0,2.96,149.75
1995,3,22,19.96,19,5.49,0,2.7,144.31
1995,3,23,20.62,19.54,6.41,0,2.48,162.12
1995,3,24,21.4,19.96,6.9,0,2.49,160.06
1995,3,25,17.91,17.29,7.14,0.08,2.96,107.81
1995,3,26,13.62,13.62,8.12,4,2.84,88.19
1995,3,27,15.85,16.4,7.39,1.07,2.12,159.62
1995,3,28,16.73,17.37,6.9,0.22,2.48,130
1995,3,29,16.19,16.33,7.08,3.62,3.48,115.25
1995,3,30,15.27,15.64,5.92,1.61,3.02,175.31
1995,3,31,14.99,14.51,4.94,8.22,2.74,197.38
1995,4,1,14.62,14.18,3.3,0,3.43,196.81
1995,4,2,15.35,14.04,2.93,0,3.16,168.88
1995,4,3,15.37,14.16,3.05,0,2.99,182.5
1995,4,4,16.08,15.3,3.66,0,3.01,196.38
1995,4,5,16.01,14.83,3.36,0,2.56,141.69
1995,4,6,16.8,15.95,3.6,0,2.52,126.44
1995,4,7,19.39,18.37,4.46,0,3.43,169.75
1995,4,8,19.7,18.02,4.82,0,2.63,132.5
1995,4,9,20.86,19.65,4.88,0,3.14,133.5
1995,4,10,21.8,20.9,5.92,0.16,3.17,149.62
1995,4,11,18.93,18.6,7.51,8.5,2.13,105.19
1995,4,12,17.15,17.16,5.49,0.06,3.39,270.12
1995,4,13,17.48,17.38,4.58,0,3.11,182.25
1995,4,14,18.01,17.02,4.82,0,2.37,121.62
1995,4,15,20.3,19.32,4.7,0,2.02,125.62
1995,4,16,20.69,20.86,4.94,0,3.02,139.69
1995,4,17,20.13,19.69,5.68,0.65,2.8,136.56
1995,4,18,21.36,21.63,6.41,0.02,2.27,181.94
1995,4,19,20.58,20.88,6.04,0.25,2.73,185.38
1995,4,20,19.83,20.07,6.59,0.13,2.88,275.06
1995,4,21,19.55,20.34,5.98,0,3.1,173.62
1995,4,22,21.81,22.44,6.71,0.01,3.14,192.38
1995,4,23,21.08,21.99,7.26,1.27,2.98,285.69
1995,4,24,21.35,21.62,6.23,0,3.42,180.75
1995,4,25,23.04,22.84,6.41,0.08,3.04,159.5
1995,4,26,23.01,23.26,7.2,0.04,2.81,160.56
1995,4,27,23.54,24.17,7.39,0,2.8,194.31
1995,4,28,24.19,24.69,6.16,0,3.24,224.25
1995,4,29,24.61,24.3,5.62,0,2.55,159.06
1995,4,30,24.09,24.38,5.37,0,3.34,246
1995,5,1,22.76,22.69,5.8,0,2.94,223
1995,5,2,23.61,24.08,5.8,0,3.12,241.56
1995,5,3,23.62,24.36,5.31,0,3.06,242.5
1995,5,4,23.58,24.19,4.82,0,3.18,184.94
1995,5,5,24.24,24.63,4.64,0,2.79,159.19
1995,5,6,24.98,26.37,5.37,0,3.14,185.56
1995,5,7,26.88,27.19,6.35,0,2.45,162.5
1995,5,8,27.2,28.23,6.35,0,3.01,126.5
1995,5,9,27.67,28.53,6.35,0,2.8,170.06
1995,5,10,26.92,28.04,6.65,0,2.96,151
1995,5,11,26.66,28.1,8.36,0,2.85,188.12
1995,5,12,27.8,28.71,7.45,0,3.23,208.94
1995,5,13,28.01,29.15,6.77,0,3.23,191.06
1995,5,14,28.8,29.61,6.35,0,3.07,162.94
1995,5,15,28.26,29.44,5.43,0,3.69,192.5
1995,5,16,28.85,29.49,4.64,0,3.6,207.19
1995,5,17,28.62,29.04,5.43,0,4.53,288.56
1995,5,18,27.26,28.47,6.53,0,2.98,227.5
1995,5,19,26.73,28.55,7.45,0,3.21,186
1995,5,20,25.96,27.49,4.88,0,3.22,241.69
1995,5,21,25.32,26.1,4.39,0,3.35,277.38
1995,5,22,25.05,26.11,4.46,0,2.92,182.88
1995,5,23,24.79,26.1,4.09,0,3.34,192.56
1995,5,24,25.37,26.48,4.15,0,3.36,223
1995,5,25,25.62,26.8,4.94,0,3.05,211.94
1995,5,26,25.83,27.21,3.97,0,3.46,293.62
1995,5,27,26.83,27.34,2.87,0,3.37,186.62
1995,5,28,27.49,27.81,2.87,0,3.6,188.19
1995,5,29,27.63,28.06,2.87,0,3.21,174.31
1995,5,30,28.23,28.74,3.05,0,3.53,191.44
1995,5,31,29.11,29.94,4.03,0,3.99,206.56
1995,6,1,29.65,30.69,4.39,0,3.76,216.38
1995,6,2,30.11,31.04,4.27,0,3.59,220.12
1995,6,3,29.5,30.76,4.64,0,3.55,196.94
1995,6,4,29.49,30.59,4.03,0,3.56,203.94
1995,6,5,29.67,30.52,2.87,0,3.55,186.69
1995,6,6,30.09,30.48,2.87,0,3.76,218.06
1995,6,7,30.53,30.87,3.48,0,3.47,189.75
1995,6,8,30.94,31.58,3.97,0,4.07,197.5
1995,6,9,31.43,31.98,4.15,0,4.58,300.12
1995,6,10,31.86,32.24,4.64,0,4.14,212.44
1995,6,11,31.19,31.94,5.8,0,4.14,220
1995,6,12,30.96,32.15,6.35,0,3.67,188.38
1995,6,13,30.86,32.32,6.84,0,3.99,205.56
1995,6,14,31.43,32.4,6.35,0,4.27,283.19
1995,6,15,31.46,32.79,5.86,0,4.69,299.81
1995,6,16,31.12,32.21,5.31,0,4.52,292.19
1995,6,17,31.33,32.41,7.2,0,4.3,233
1995,6,18,28.85,30.47,10.93,0.45,2.75,187.38
1995,6,19,27.81,29.7,13.61,8.9,3.26,222.56
1995,6,20,24.75,25.93,15.08,8.96,2.71,255.94
1995,6,21,23.88,25.55,12.63,6.29,2.45,158.88
1995,6,22,23.17,24.47,12.15,5,2.05,138.25
1995,6,23,22.66,24.12,11.11,8.09,2.13,155.69
1995,6,24,24.73,26.12,9.95,0.03,2.91,167.06
1995,6,25,26.41,27.49,10.93,0.02,2.91,204.69
1995,6,26,26.98,28.37,12.27,4.43,2.77,177.69
1995,6,27,26.54,28.11,14.71,8.98,2.38,183.69
1995,6,28,26.74,27.88,14.04,4.25,2.76,194.88
1995,6,29,27.12,28.55,12.39,0,2.62,184.69
1995,6,30,26.76,28.15,12.7,1.05,2.84,188.62
1995,7,1,27.65,28.68,11.72,0.4,3.19,199.81
1995,7,2,28.31,28.87,10.56,2.33,3.78,280
1995,7,3,27.62,28.47,11.78,2.94,3.2,219.25
1995,7,4,26.4,27.36,13.92,6.97,2.38,197.75
1995,7,5,26.56,27.56,14.22,2.62,2.9,205.19
1995,7,6,27.12,28.14,13.37,0.04,3.28,284.5
1995,7,7,27.19,28.12,13.43,4.9,2.63,240.31
1995,7,8,25.96,26.63,14.71,10.82,2.34,187.44
1995,7,9,25.19,25.99,15.5,11.52,2.55,236.06
1995,7,10,25.62,26.2,15.08,6.66,2.34,204.25
1995,7,11,24.67,25.51,14.65,16.69,2.6,220.88
1995,7,12,25.01,26.13,15.2,10.85,2.29,164.88
1995,7,13,24.86,26.46,16.11,4.29,2.07,224.88
1995,7,14,25.82,27.3,15.14,0.33,2.4,233.5
1995,7,15,25.58,27.18,15.81,0.02,2.64,235.38
1995,7,16,24.66,26.03,16.78,20.1,2.38,231.12
1995,7,17,25.34,26.12,17.09,12.98,2.66,251.5
1995,7,18,22.25,22.28,17.94,46.3,2.29,140.75
1995,7,19,23.81,24.33,16.11,2.66,2.27,134.31
1995,7,20,24.12,24.52,16.48,5.03,2.09,145.56
1995,7,21,23.53,24.14,16.72,4.47,2.35,151.88
1995,7,22,21.47,21.76,15.81,3.69,1.98,130.69
1995,7,23,22.62,23.66,16.17,11.85,2.3,160.94
1995,7,24,23.8,24.56,16.72,0.92,2.02,154.31
1995,7,25,24.73,25.38,17.09,3.28,2.09,152.69
1995,7,26,24.27,25.21,16.91,0.41,3.09,142.12
1995,7,27,22.91,23.28,17.33,4.6,3.33,136.94
1995,7,28,22.58,23.45,16.78,32.1,1.7,217.62
1995,7,29,22.1,22.8,17.15,19.79,2.3,158.5
1995,7,30,23.44,24.26,17.21,1.71,2.33,199.38
1995,7,31,24.3,25.03,17.27,0.75,2.18,214.69
1995,8,1,23.71,24.51,17.94,21.24,2.34,221.81
1995,8,2,21.01,21.39,16.36,10.46,2.11,143.31
1995,8,3,21.71,22.03,16.48,4.99,2.47,128.94
1995,8,4,22.71,22.69,16.48,7.46,1.5,144.31
1995,8,5,23.09,23.8,17.09,3.94,2.33,146.38
1995,8,6,22.93,23.08,17.52,0.92,2.33,149.5
1995,8,7,22.24,22.33,17.33,3.31,1.91,150.5
1995,8,8,22.04,22.04,17.4,4.43,1.8,118.12
1995,8,9,21.7,21.65,16.24,18.78,2.48,100.12
1995,8,10,23.26,23.89,17.21,2.27,1.9,154.81
1995,8,11,22.95,23.55,17.94,5.17,2.24,231.06
1995,8,12,23.04,23.6,18.25,3.25,4.16,266
1995,8,13,21.61,21.76,17.58,12.54,3.59,245.62
1995,8,14,21.44,21.83,16.66,28.41,2.71,254.94
1995,8,15,22.14,22.86,16.97,5.72,2.86,254.81
1995,8,16,21.95,22.48,17.46,6.29,2.48,224.88
1995,8,17,22.08,22.58,17.4,29.59,1.99,185.75
1995,8,18,21.94,22.39,17.52,26.7,2.23,209.88
1995,8,19,21.86,22.01,17.15,17.63,1.98,257.88
1995,8,20,21.3,21.56,17.15,12.37,2.64,212.19
1995,8,21,21.72,22.32,16.24,2.76,2.09,168.44
1995,8,22,21.51,21.8,17.09,49.97,2.62,182.62
1995,8,23,22.08,22.3,16.72,5.54,2.27,177.62
1995,8,24,22.48,22.62,17.03,0.38,2.1,164.69
1995,8,25,22.46,22.45,17.76,12.33,1.56,200
1995,8,26,22.34,22.18,17.64,6.69,1.38,182.19
1995,8,27,21.86,21.87,17.7,6.53,2.09,192.94
1995,8,28,20.55,20.36,16.42,4.71,1.79,136.5
1995,8,29,21.35,21.19,15.81,16.13,1.67,126.12
1995,8,30,21.3,21.52,16.36,13.73,2.07,157.81
1995,8,31,20.6,20.46,15.5,7.98,2.35,109.88
1995,9,1,21.82,21.49,15.01,9.73,2.04,90.5
1995,9,2,22.55,21.9,14.4,0.69,1.45,103.06
1995,9,3,20.87,20.91,15.69,5.91,2.37,101.75
1995,9,4,20.69,20.54,15.93,21.59,3.51,107.81
1995,9,5,19.4,19.33,15.5,50.39,3.96,177.62
1995,9,6,20.52,20.98,15.26,1.93,1.69,164.69
1995,9,7,20.55,20.69,15.69,0.24,1.8,136.69
1995,9,8,20.41,20.51,15.5,0.43,1.66,173.19
1995,9,9,19.84,19.78,15.56,12.52,2.6,250.25
1995,9,10,20.11,20.62,15.44,3.77,2.34,234.38
1995,9,11,20.75,20.87,15.62,16.91,1.64,166.56
1995,9,12,20.61,20.42,15.14,1.58,1.84,153.62
1995,9,13,20.4,20.22,14.83,6.72,1.72,182.62
1995,9,14,20.61,20.08,14.34,0.62,1.94,150.75
1995,9,15,20.54,19.63,13.55,15.94,2.09,142.88
1995,9,16,20.88,19.73,12.39,0.64,2.05,147.69
1995,9,17,21.14,20.07,12.45,0,1.97,138
1995,9,18,21.1,20.44,13.73,0,1.95,151.88
1995,9,19,20.53,19.86,13.98,0,2.07,151.31
1995,9,20,20.65,19.51,12.76,0,2.34,157.06
1995,9,21,20.21,18.9,11.66,0,2.18,144.75
1995,9,22,20.65,19.38,12.45,0,2.37,155.88
1995,9,23,20.27,19.14,12.51,0,2.16,153.06
1995,9,24,20.17,18.81,12.51,0,2.63,160.06
1995,9,25,19.98,18.46,11.05,0,2.12,138.06
1995,9,26,19.72,18.4,11.78,0.2,2.23,145.31
1995,9,27,19.76,18.69,12.21,0.02,2.12,145.69
1995,9,28,19.26,18.69,13.06,0.11,2.14,161.88
1995,9,29,19.23,18.07,12.15,5.61,2.34,173.5
1995,9,30,18.7,17.25,11.54,28.96,2.44,163.25
1995,10,1,19.04,17.68,11.6,0,2.15,144.38
1995,10,2,19.24,17.47,10.5,0,2.13,152
1995,10,3,19.07,17.2,10.31,0,2.55,157.88
1995,10,4,18.76,16.98,9.58,0,2.81,173.56
1995,10,5,18.13,16.17,8.48,0,2.57,156.94
1995,10,6,17.83,16.14,9.4,0,2.41,153.44
1995,10,7,18.34,17.12,10.74,0,2.3,135.81
1995,10,8,18.56,17.33,11.29,0,2.01,139.69
1995,10,9,19.15,18.28,12.15,0,1.77,133.62
1995,10,10,18.87,17.98,11.96,0,1.64,140.81
1995,10,11,18.67,17.17,11.05,0,2.08,150.25
1995,10,12,18.48,16.59,10.13,0,2.01,144.5
1995,10,13,17.93,16.12,9.77,0,2.2,158.94
1995,10,14,18.07,15.6,8.61,0,2.03,150.94
1995,10,15,18.36,16.22,8.79,0,2.38,137.44
1995,10,16,18.17,16.49,8.73,0.33,2.02,142
1995,10,17,16.66,15.62,9.09,0.74,2.05,117.5
1995,10,18,16.33,15.15,8.97,0.43,2.09,132.12
1995,10,19,16.01,14.24,7.57,0,2.47,151.06
1995,10,20,15.77,13.96,7.08,0.05,2.27,78.06
1995,10,21,15.32,14.12,8.06,0,2.42,156.31
1995,10,22,14.4,12.56,6.41,0,2.41,157.06
1995,10,23,14.37,11.9,6.23,0,2.05,118.19
1995,10,24,14.73,11.8,5.98,0,2.11,130.62
1995,10,25,14.69,11.94,5.98,0,2.15,118.5
1995,10,26,15.24,12.52,6.29,0,2.3,129.19
1995,10,27,15.3,12.51,6.16,0,2.01,109.56
1995,10,28,15.69,12.89,6.59,0,1.96,110.56
1995,10,29,15.62,13.13,6.9,0,2.2,134.25
1995,10,30,15.39,12.77,6.71,0,2.26,164.94
1995,10,31,14.11,11.95,6.53,0.13,2.1,129.44
1995,11,1,13.49,11.15,6.23,0.09,2.12,131
1995,11,2,13.29,11.13,6.23,0.01,2.15,128.31
1995,11,3,13.54,10.9,5.98,0,2.02,120.56
1995,11,4,14.06,11.01,5.55,0,2.04,122.56
1995,11,5,13.98,11.28,6.1,0,2,115.88
1995,11,6,14.27,11.69,6.16,0,1.98,125.38
1995,11,7,14.55,11.55,5.68,0,2.04,109.81
1995,11,8,15.37,12.09,5.86,0,2.08,113.12
1995,11,9,15.43,12.37,5.86,0,2,96.12
1995,11,10,15.03,12.08,5.92,1.13,2.58,141.38
1995,11,11,13.37,11.08,5.8,0.06,2.2,134.38
1995,11,12,13.62,10.5,5.37,0,1.9,125.31
1995,11,13,13.9,10.31,4.94,0,1.91,133.62
1995,11,14,15.4,11.08,4.88,0,1.95,153.56
1995,11,15,14.33,10.38,4.64,0,1.98,105.81
1995,11,16,14.08,10.2,5.07,0,1.78,123.75
1995,11,17,13.91,10.86,5.62,0,2.03,123.19
1995,11,18,12.71,10.34,5.43,0,2.17,131.5
1995,11,19,12.55,9.83,4.94,0,2.08,149.5
1995,11,20,11.74,8.58,4.15,0,2.16,121.94
1995,11,21,11.76,7.94,3.6,0,2.19,109.06
1995,11,22,11.76,7.76,3.42,0,1.92,120.62
1995,11,23,12.01,7.96,3.42,0,1.86,118.75
1995,11,24,11.46,7.83,3.42,0,2.02,110.5
1995,11,25,11.09,7.54,3.3,0,2.29,136.44
1995,11,26,10.38,6.94,3.17,0,2.09,145.88
1995,11,27,10.74,7.07,2.99,0,1.89,121.75
1995,11,28,9.87,6.77,3.66,0,2.23,124.12
1995,11,29,9.86,8.49,4.94,0.51,2.29,130.69
1995,11,30,11.06,8.11,4.33,0,1.98,142.38
1995,12,1,10.48,6.73,3.42,0,1.62,114.88
1995,12,2,10.55,6.79,3.17,0,1.84,111.12
1995,12,3,10.68,7.28,3.17,0,2.08,119.12
1995,12,4,10.86,7.26,2.99,0,2.18,129.81
1995,12,5,10.72,7.18,2.93,0,2.02,122.06
1995,12,6,10.82,7.16,3.48,0,1.98,109
1995,12,7,10.91,7.93,3.72,0,2.04,117
1995,12,8,12.12,9.9,4.76,0,1.78,126.62
1995,12,9,11.48,9.4,5.74,0.09,1.73,117.81
1995,12,10,10.74,8.87,5.62,0,1.6,125.12
1995,12,11,10.53,9,4.94,0.05,1.98,145.88
1995,12,12,10.63,8.33,2.93,0.01,2.21,121.12
1995,12,13,10.8,7.45,2.99,0,1.59,121.31
1995,12,14,10.19,8.29,5.37,0,1.55,131.69
1995,12,15,10.42,8.51,5.25,0,2.04,133.94
1995,12,16,10.07,7.36,4.03,0,1.94,159.31
1995,12,17,11.71,9.37,3.54,0,1.92,122.94
1995,12,18,11.35,8.75,4.7,0,1.73,149.69
1995,12,19,11.26,8.78,4.46,0,1.81,122.88
1995,12,20,10.91,8.13,3.78,0,1.98,114.25
1995,12,21,9.51,8.19,4.46,0.14,2.27,134.94
1995,12,22,8.5,6.72,4.58,0.04,1.95,99.94
1995,12,23,8.11,5.65,3.66,0,2.08,132.62
1995,12,24,7.55,4.84,3.54,5.3,2.26,116.75
1995,12,25,7.6,4.87,3.36,0,2.22,149.06
1995,12,26,7.8,4.71,3.3,0,1.91,133.5
1995,12,27,8.76,4.93,2.99,0,1.59,117.06
1995,12,28,9.74,6.61,3.3,0,1.76,120.12
1995,12,29,9.41,6.68,3.36,0,2.34,110.88
1995,12,30,10.23,8.05,3.66,0,2.3,111.12
1995,12,31,10.08,8.12,4.21,0,2.06,122.94
1996,1,1,9.41,7.04,4.09,0,2.03,130.5
1996,1,2,9.09,7.1,4.03,0.01,2.33,128.38
1996,1,3,8.59,6.9,4.09,0.02,2.34,140.19
1996,1,4,8.83,6.23,3.48,1.19,2.17,141.44
1996,1,5,8.74,6.27,3.17,0,1.99,121.06
1996,1,6,8.83,5.56,3.05,0,1.98,119.69
1996,1,7,9.17,5.98,2.99,0,1.93,115.69
1996,1,8,10.23,7.26,2.99,0,1.69,115.06
1996,1,9,9.69,6.23,2.93,0,1.95,112.94
1996,1,10,7.68,4.84,2.99,0.08,2.2,119.5
1996,1,11,7.29,4.87,3.05,0.01,2.33,158.62
1996,1,12,7.33,4.83,2.32,0,2.13,138.62
1996,1,13,8.65,7.33,3.11,0,1.89,152.88
1996,1,14,7.22,7.48,5.25,0.09,3.18,85.5
1996,1,15,7.04,7.12,6.65,5.45,5.88,137.88
1996,1,16,5.87,4.95,6.1,13.53,2.8,136.44
1996,1,17,4.92,3.3,4.09,2.92,2.04,145.19
1996,1,18,5.98,1.99,2.5,8.04,1.55,128.31
1996,1,19,7.37,4.23,2.81,0.42,1.78,127.06
1996,1,20,7.48,4.87,3.11,0,2.34,117.25
1996,1,21,7.96,5.69,3.11,0,2.15,125.06
1996,1,22,7.49,6.01,4.15,0.38,2.32,98.81
1996,1,23,6.96,6.19,4.58,1.11,2.28,137.75
1996,1,24,8.67,6.3,2.56,0.2,3.08,181
1996,1,25,10.33,8.08,3.72,0,2.32,192.31
1996,1,26,8.8,5.88,3.36,0,1.93,130.69
1996,1,27,8.87,5.17,2.5,0,1.88,116.31
1996,1,28,8.86,4.87,1.95,0,1.84,167.31
1996,1,29,9.75,4.83,1.77,0,2.39,132.25
1996,1,30,9.96,6.26,2.2,0,2.56,124.81
1996,1,31,9.86,5.6,2.5,0,1.91,116.06
1996,2,1,10.65,7.37,2.87,0,1.66,114
1996,2,2,10.89,8.09,2.87,0,2.34,115.81
1996,2,3,11.4,9.01,2.87,0,2.27,124.25
1996,2,4,12.24,9.24,3.05,0,1.91,112.38
1996,2,5,11.83,8.83,3.17,0,2.44,146.12
1996,2,6,11.98,9.69,3.48,0,2.38,130.5
1996,2,7,12.83,10.83,4.33,0,2.02,126.19
1996,2,8,11.8,10.08,4.39,0,2.31,122.81
1996,2,9,9.5,9.28,4.88,0.14,3.73,119.31
1996,2,10,7.73,7.65,6.16,26.12,2.6,159.44
1996,2,11,8.63,7.79,6.35,4.81,2.25,239.94
1996,2,12,9.23,7.65,5.25,0,2.24,155.62
1996,2,13,10.7,8.65,4.58,0,1.98,131.62
1996,2,14,11.43,9.64,4.52,0,2.21,123.06
1996,2,15,10.32,9.28,5.07,0.71,2.55,144.56
1996,2,16,10.56,8.72,3.72,0,2.28,154.94
1996,2,17,11.8,9.25,2.81,0,2.63,149.94
1996,2,18,13.61,10.99,3.78,0,2.56,123.88
1996,2,19,12.37,10.33,3.91,0.01,2.57,161.69
1996,2,20,11.1,9.68,3.91,0.02,2.4,137.88
1996,2,21,11.86,10.3,3.97,0,2.24,140.69
1996,2,22,12.08,10.53,3.85,0,2.38,152.19
1996,2,23,11.51,11.69,5.8,0,2.16,104.56
1996,2,24,12.2,11.98,6.71,3.99,4.14,122.56
1996,2,25,11.52,11.77,7.2,5.45,2.79,109.31
1996,2,26,7.33,6.39,6.71,13.47,2.8,106.06
1996,2,27,9.6,8.06,5.31,8.53,2.12,124.44
1996,2,28,12.07,9.56,4.27,4.72,2.35,135.31
1996,2,29,13.31,11.37,4.09,0,2.29,127.19
1996,3,1,15.2,12.51,4.52,0,1.44,84.62
1996,3,2,12.73,11.26,5.55,0,2.09,84.69
1996,3,3,14.77,13.17,5.25,0.01,2.29,129.31
1996,3,4,14.62,12.86,5.43,0.52,2.22,152.12
1996,3,5,14.57,12.84,5.43,3.17,2.31,150
1996,3,6,15.27,13.94,5.43,0,2.17,148.12
1996,3,7,14.78,13.58,5.8,0.18,2.3,162.5
1996,3,8,14.9,13.48,4.39,0.01,2.8,138.56
1996,3,9,16.3,14.95,5.74,0,2.74,173.19
1996,3,10,17.45,16.48,6.53,0,2.59,157.69
1996,3,11,17.8,16.12,5.74,0,3.31,177.31
1996,3,12,16.98,15.54,5.98,0,2.58,217.5
1996,3,13,16.83,15.95,5.43,0,3.31,194.81
1996,3,14,17.71,16.19,5.43,0,3.23,250.62
1996,3,15,16.52,15.96,7.14,0.02,2.27,144.88
1996,3,16,13.1,12.58,7.51,1.18,2.32,173.81
1996,3,17,12.76,12.62,7.51,0.24,2.52,120.81
1996,3,18,14.58,14.69,7.57,8.93,2.03,117.31
1996,3,19,13.93,13.31,6.71,7.12,1.69,175.31
1996,3,20,14.84,14.01,5.25,0,2.26,129.31
1996,3,21,14.14,13.37,5.62,0.1,1.68,125.19
1996,3,22,14.11,14.57,6.35,3.51,2.22,157.06
1996,3,23,14.45,13.88,4.94,1.57,3.1,171.75
1996,3,24,15.9,14.83,4.52,0.03,3.12,264.06
1996,3,25,16.68,15.16,5.74,0,2.59,164.12
1996,3,26,17.95,17.65,5.62,0,3.24,231.25
1996,3,27,19.72,18.73,4.64,0.13,3.29,255.06
1996,3,28,18.94,19.06,6.71,0.02,2.66,102.44
1996,3,29,20.04,19.83,7.57,1.49,3.17,134.06
1996,3,30,17.27,16.3,4.39,0.36,2.51,192.12
1996,3,31,14.51,13.65,3.23,1.24,3.16,175.62
1996,4,1,14.33,14.18,3.17,0,3.28,183.62
1996,4,2,16.3,15.23,3.42,0,2.97,160.44
1996,4,3,17.72,16.81,4.03,0,3.09,159.38
1996,4,4,18.76,18.05,4.39,0,3.41,182.88
1996,4,5,19.58,19.16,4.52,0,2.92,120.94
1996,4,6,19.62,19,4.88,0,3.63,111.31
1996,4,7,20.08,19.38,5.43,1.48,3.08,138.69
1996,4,8,18.57,17.43,3.6,0.2,2.79,159.94
1996,4,9,16.88,16.02,3.6,0.83,2.78,130.81
1996,4,10,17.48,17.12,3.78,0,3.07,143.06
1996,4,11,18.84,18.42,3.91,0,3.27,153.06
1996,4,12,19.61,19.57,4.21,0,3.02,163.38
1996,4,13,20.45,19.93,4.52,0,3.87,189.19
1996,4,14,21.87,21.02,4.46,0,2.95,152.19
1996,4,15,22.45,21.81,4.52,0,3.07,122.44
1996,4,16,23.23,22.51,4.58,0,3.06,144.31
1996,4,17,21.01,20.14,4.94,0,2.45,121.75
1996,4,18,22.66,22.6,5,0,3.34,194.5
1996,4,19,24.09,23.55,5.13,0,3.55,229.19
1996,4,20,22.94,23.29,5.49,0,3.17,169.5
1996,4,21,21.98,22.79,5.8,0,3.07,155.81
1996,4,22,22.4,23.22,6.35,0.03,2.84,142.25
1996,4,23,21.47,22.23,7.08,1.47,2.83,182.31
1996,4,24,20.94,22.02,7.63,5.55,3.09,288.75
1996,4,25,22.05,21.95,6.47,1.09,3.21,186
1996,4,26,23.5,22.98,5,0.01,3.2,164.81
1996,4,27,23.69,23.16,5.43,0,3.29,176.06
1996,4,28,23.73,24.17,5.74,0,3.42,187.75
1996,4,29,24.68,25.14,5.43,0,3.7,174.75
1996,4,30,25.79,25.77,5.68,0,3.07,151.56
1996,5,1,25.48,25.43,5.43,0.31,2.81,153.69
1996,5,2,24.53,24.58,5.25,1.85,3.1,132.31
1996,5,3,24.25,24.3,4.7,0,3.34,174.31
1996,5,4,24.1,24.14,4.76,7.33,3.12,168.38
1996,5,5,22.94,22.78,8,59.72,2.6,185.31
1996,5,6,22.91,22.87,5.92,0,2.88,153
1996,5,7,23.48,23.08,5.37,0,3.04,144.5
1996,5,8,23.9,23.31,4.76,0,3.52,180.5
